Individus,Cas SNIF,IICR,Taille,M,Echantillon,Omega,n_inf,M_inf,N0_inf
5798,1160,387,4x6,5,12,0.5,,,
5799,1160,387,4x6,5,12,0.5,,,
5800,1160,387,4x6,5,12,0.5,,,
5801,1161,387,4x6,5,12,1,,,
5802,1161,387,4x6,5,12,1,,,
5803,1161,387,4x6,5,12,1,,,
5804,1161,387,4x6,5,12,1,,,
5805,1161,387,4x6,5,12,1,,,
5806,1162,388,4x6,5,22,0.3,,,
5807,1162,388,4x6,5,22,0.3,,,
5808,1162,388,4x6,5,22,0.3,,,
5809,1162,388,4x6,5,22,0.3,,,
5810,1162,388,4x6,5,22,0.3,,,
5811,1163,388,4x6,5,22,0.5,,,
5812,1163,388,4x6,5,22,0.5,,,
5813,1163,388,4x6,5,22,0.5,,,
5814,1163,388,4x6,5,22,0.5,,,
5815,1163,388,4x6,5,22,0.5,,,
5816,1164,388,4x6,5,22,1,,,
5817,1164,388,4x6,5,22,1,,,
5818,1164,388,4x6,5,22,1,,,
5819,1164,388,4x6,5,22,1,,,
5820,1164,388,4x6,5,22,1,,,
5821,1165,389,4x6,5,13,0.3,,,
5822,1165,389,4x6,5,13,0.3,,,
5823,1165,389,4x6,5,13,0.3,,,
5824,1165,389,4x6,5,13,0.3,,,
5825,1165,389,4x6,5,13,0.3,,,
5826,1166,389,4x6,5,13,0.5,,,
5827,1166,389,4x6,5,13,0.5,,,
5828,1166,389,4x6,5,13,0.5,,,
5829,1166,389,4x6,5,13,0.5,,,
5830,1166,389,4x6,5,13,0.5,,,
5831,1167,389,4x6,5,13,1,,,
5832,1167,389,4x6,5,13,1,,,
5833,1167,389,4x6,5,13,1,,,
5834,1167,389,4x6,5,13,1,,,
5835,1167,389,4x6,5,13,1,,,
5836,1168,390,4x6,5,23,0.3,,,
5837,1168,390,4x6,5,23,0.3,,,
5838,1168,390,4x6,5,23,0.3,,,
5839,1168,390,4x6,5,23,0.3,,,
5840,1168,390,4x6,5,23,0.3,,,
5841,1169,390,4x6,5,23,0.5,,,
5842,1169,390,4x6,5,23,0.5,,,
5843,1169,390,4x6,5,23,0.5,,,
5844,1169,390,4x6,5,23,0.5,,,
5845,1169,390,4x6,5,23,0.5,,,
5846,1170,390,4x6,5,23,1,,,
5847,1170,390,4x6,5,23,1,,,
5848,1170,390,4x6,5,23,1,,,
5849,1170,390,4x6,5,23,1,,,
5850,1170,390,4x6,5,23,1,,,
5851,1171,391,4x6,10,11,0.3,,,
5852,1171,391,4x6,10,11,0.3,,,
5853,1171,391,4x6,10,11,0.3,,,
5854,1171,391,4x6,10,11,0.3,,,
5855,1171,391,4x6,10,11,0.3,,,
5856,1172,391,4x6,10,11,0.5,,,
5857,1172,391,4x6,10,11,0.5,,,
5858,1172,391,4x6,10,11,0.5,,,
5859,1172,391,4x6,10,11,0.5,,,
5860,1172,391,4x6,10,11,0.5,,,
5861,1173,391,4x6,10,11,1,,,
5862,1173,391,4x6,10,11,1,,,
5863,1173,391,4x6,10,11,1,,,
5864,1173,391,4x6,10,11,1,,,
5865,1173,391,4x6,10,11,1,,,
5866,1174,392,4x6,10,12,0.3,,,
5867,1174,392,4x6,10,12,0.3,,,
5868,1174,392,4x6,10,12,0.3,,,
5869,1174,392,4x6,10,12,0.3,,,
5870,1174,392,4x6,10,12,0.3,,,
5871,1175,392,4x6,10,12,0.5,,,
5872,1175,392,4x6,10,12,0.5,,,
5873,1175,392,4x6,10,12,0.5,,,
5874,1175,392,4x6,10,12,0.5,,,
5875,1175,392,4x6,10,12,0.5,,,
5876,1176,392,4x6,10,12,1,,,
5877,1176,392,4x6,10,12,1,,,
5878,1176,392,4x6,10,12,1,,,
5879,1176,392,4x6,10,12,1,,,
5880,1176,392,4x6,10,12,1,,,
5881,1177,393,4x6,10,22,0.3,,,
5882,1177,393,4x6,10,22,0.3,,,
5883,1177,393,4x6,10,22,0.3,,,
5884,1177,393,4x6,10,22,0.3,,,
5885,1177,393,4x6,10,22,0.3,,,
5886,1178,393,4x6,10,22,0.5,,,
5887,1178,393,4x6,10,22,0.5,,,
5888,1178,393,4x6,10,22,0.5,,,
5889,1178,393,4x6,10,22,0.5,,,
5890,1178,393,4x6,10,22,0.5,,,
5891,1179,393,4x6,10,22,1,,,
5892,1179,393,4x6,10,22,1,,,
5893,1179,393,4x6,10,22,1,,,
5894,1179,393,4x6,10,22,1,,,
5895,1179,393,4x6,10,22,1,,,
5896,1180,394,4x6,10,13,0.3,,,
5897,1180,394,4x6,10,13,0.3,,,
5898,1180,394,4x6,10,13,0.3,,,
5899,1180,394,4x6,10,13,0.3,,,
5900,1180,394,4x6,10,13,0.3,,,
5901,1181,394,4x6,10,13,0.5,,,
5902,1181,394,4x6,10,13,0.5,,,
5903,1181,394,4x6,10,13,0.5,,,
5904,1181,394,4x6,10,13,0.5,,,
5905,1181,394,4x6,10,13,0.5,,,
5906,1182,394,4x6,10,13,1,,,
5907,1182,394,4x6,10,13,1,,,
5908,1182,394,4x6,10,13,1,,,
5909,1182,394,4x6,10,13,1,,,
5910,1182,394,4x6,10,13,1,,,
5911,1183,395,4x6,10,23,0.3,,,
5912,1183,395,4x6,10,23,0.3,,,
5913,1183,395,4x6,10,23,0.3,,,
5914,1183,395,4x6,10,23,0.3,,,
5915,1183,395,4x6,10,23,0.3,,,
5916,1184,395,4x6,10,23,0.5,,,
5917,1184,395,4x6,10,23,0.5,,,
5918,1184,395,4x6,10,23,0.5,,,
5919,1184,395,4x6,10,23,0.5,,,
5920,1184,395,4x6,10,23,0.5,,,
5921,1185,395,4x6,10,23,1,,,
5922,1185,395,4x6,10,23,1,,,
5923,1185,395,4x6,10,23,1,,,
5924,1185,395,4x6,10,23,1,,,
5925,1185,395,4x6,10,23,1,,,
5926,1186,396,4x6,50,11,0.3,,,
5927,1186,396,4x6,50,11,0.3,,,
5928,1186,396,4x6,50,11,0.3,,,
5929,1186,396,4x6,50,11,0.3,,,
5930,1186,396,4x6,50,11,0.3,,,
5931,1187,396,4x6,50,11,0.5,,,
5932,1187,396,4x6,50,11,0.5,,,
5933,1187,396,4x6,50,11,0.5,,,
5934,1187,396,4x6,50,11,0.5,,,
5935,1187,396,4x6,50,11,0.5,,,
5936,1188,396,4x6,50,11,1,,,
5937,1188,396,4x6,50,11,1,,,
5938,1188,396,4x6,50,11,1,,,
5939,1188,396,4x6,50,11,1,,,
5940,1188,396,4x6,50,11,1,,,
5941,1189,397,4x6,50,12,0.3,,,
5942,1189,397,4x6,50,12,0.3,,,
5943,1189,397,4x6,50,12,0.3,,,
5944,1189,397,4x6,50,12,0.3,,,
5945,1189,397,4x6,50,12,0.3,,,
5946,1190,397,4x6,50,12,0.5,,,
5947,1190,397,4x6,50,12,0.5,,,
5948,1190,397,4x6,50,12,0.5,,,
5949,1190,397,4x6,50,12,0.5,,,
5950,1190,397,4x6,50,12,0.5,,,
5951,1191,397,4x6,50,12,1,,,
5952,1191,397,4x6,50,12,1,,,
5953,1191,397,4x6,50,12,1,,,
5954,1191,397,4x6,50,12,1,,,
5955,1191,397,4x6,50,12,1,,,
5956,1192,398,4x6,50,22,0.3,,,
5957,1192,398,4x6,50,22,0.3,,,
5958,1192,398,4x6,50,22,0.3,,,
5959,1192,398,4x6,50,22,0.3,,,
5960,1192,398,4x6,50,22,0.3,,,
5961,1193,398,4x6,50,22,0.5,,,
5962,1193,398,4x6,50,22,0.5,,,
5963,1193,398,4x6,50,22,0.5,,,
5964,1193,398,4x6,50,22,0.5,,,
5965,1193,398,4x6,50,22,0.5,,,
5966,1194,398,4x6,50,22,1,,,
5967,1194,398,4x6,50,22,1,,,
5968,1194,398,4x6,50,22,1,,,
5969,1194,398,4x6,50,22,1,,,
5970,1194,398,4x6,50,22,1,,,
5971,1195,399,4x6,50,13,0.3,,,
5972,1195,399,4x6,50,13,0.3,,,
5973,1195,399,4x6,50,13,0.3,,,
5974,1195,399,4x6,50,13,0.3,,,
5975,1195,399,4x6,50,13,0.3,,,
5976,1196,399,4x6,50,13,0.5,,,
5977,1196,399,4x6,50,13,0.5,,,
5978,1196,399,4x6,50,13,0.5,,,
5979,1196,399,4x6,50,13,0.5,,,
5980,1196,399,4x6,50,13,0.5,,,
5981,1197,399,4x6,50,13,1,,,
5982,1197,399,4x6,50,13,1,,,
5983,1197,399,4x6,50,13,1,,,
5984,1197,399,4x6,50,13,1,,,
5985,1197,399,4x6,50,13,1,,,
5986,1198,400,4x6,50,23,0.3,,,
5987,1198,400,4x6,50,23,0.3,,,
5988,1198,400,4x6,50,23,0.3,,,
5989,1198,400,4x6,50,23,0.3,,,
5990,1198,400,4x6,50,23,0.3,,,
5991,1199,400,4x6,50,23,0.5,,,
5992,1199,400,4x6,50,23,0.5,,,
5993,1199,400,4x6,50,23,0.5,,,
5994,1199,400,4x6,50,23,0.5,,,
5995,1199,400,4x6,50,23,0.5,,,
5996,1200,400,4x6,50,23,1,,,
5997,1200,400,4x6,50,23,1,,,
5998,1200,400,4x6,50,23,1,,,
5999,1200,400,4x6,50,23,1,,,
6000,1200,400,4x6,50,23,1,,,
6001,1201,401,4x6,100,11,0.3,,,
6002,1201,401,4x6,100,11,0.3,,,
6003,1201,401,4x6,100,11,0.3,,,
6004,1201,401,4x6,100,11,0.3,,,
6005,1201,401,4x6,100,11,0.3,,,
6006,1202,401,4x6,100,11,0.5,,,
6007,1202,401,4x6,100,11,0.5,,,
6008,1202,401,4x6,100,11,0.5,,,
6009,1202,401,4x6,100,11,0.5,,,
6010,1202,401,4x6,100,11,0.5,,,
6011,1203,401,4x6,100,11,1,,,
6012,1203,401,4x6,100,11,1,,,
6013,1203,401,4x6,100,11,1,,,
6014,1203,401,4x6,100,11,1,,,
6015,1203,401,4x6,100,11,1,,,
6016,1204,402,4x6,100,12,0.3,,,
6017,1204,402,4x6,100,12,0.3,,,
6018,1204,402,4x6,100,12,0.3,,,
6019,1204,402,4x6,100,12,0.3,,,
6020,1204,402,4x6,100,12,0.3,,,
6021,1205,402,4x6,100,12,0.5,,,
6022,1205,402,4x6,100,12,0.5,,,
6023,1205,402,4x6,100,12,0.5,,,
6024,1205,402,4x6,100,12,0.5,,,
6025,1205,402,4x6,100,12,0.5,,,
6026,1206,402,4x6,100,12,1,,,
6027,1206,402,4x6,100,12,1,,,
6028,1206,402,4x6,100,12,1,,,
6029,1206,402,4x6,100,12,1,,,
6030,1206,402,4x6,100,12,1,,,
6031,1207,403,4x6,100,22,0.3,,,
6032,1207,403,4x6,100,22,0.3,,,
6033,1207,403,4x6,100,22,0.3,,,
6034,1207,403,4x6,100,22,0.3,,,
6035,1207,403,4x6,100,22,0.3,,,
6036,1208,403,4x6,100,22,0.5,,,
6037,1208,403,4x6,100,22,0.5,,,
6038,1208,403,4x6,100,22,0.5,,,
6039,1208,403,4x6,100,22,0.5,,,
6040,1208,403,4x6,100,22,0.5,,,
6041,1209,403,4x6,100,22,1,,,
6042,1209,403,4x6,100,22,1,,,
6043,1209,403,4x6,100,22,1,,,
6044,1209,403,4x6,100,22,1,,,
6045,1209,403,4x6,100,22,1,,,
6046,1210,404,4x6,100,13,0.3,,,
6047,1210,404,4x6,100,13,0.3,,,
6048,1210,404,4x6,100,13,0.3,,,
6049,1210,404,4x6,100,13,0.3,,,
6050,1210,404,4x6,100,13,0.3,,,
6051,1211,404,4x6,100,13,0.5,,,
6052,1211,404,4x6,100,13,0.5,,,
6053,1211,404,4x6,100,13,0.5,,,
6054,1211,404,4x6,100,13,0.5,,,
6055,1211,404,4x6,100,13,0.5,,,
6056,1212,404,4x6,100,13,1,,,
6057,1212,404,4x6,100,13,1,,,
6058,1212,404,4x6,100,13,1,,,
6059,1212,404,4x6,100,13,1,,,
6060,1212,404,4x6,100,13,1,,,
6061,1213,405,4x6,100,23,0.3,,,
6062,1213,405,4x6,100,23,0.3,,,
6063,1213,405,4x6,100,23,0.3,,,
6064,1213,405,4x6,100,23,0.3,,,
6065,1213,405,4x6,100,23,0.3,,,
6066,1214,405,4x6,100,23,0.5,,,
6067,1214,405,4x6,100,23,0.5,,,
6068,1214,405,4x6,100,23,0.5,,,
6069,1214,405,4x6,100,23,0.5,,,
6070,1214,405,4x6,100,23,0.5,,,
6071,1215,405,4x6,100,23,1,,,
6072,1215,405,4x6,100,23,1,,,
6073,1215,405,4x6,100,23,1,,,
6074,1215,405,4x6,100,23,1,,,
6075,1215,405,4x6,100,23,1,,,
6076,1216,406,4x7,1,11,0.3,,,
6077,1216,406,4x7,1,11,0.3,,,
6078,1216,406,4x7,1,11,0.3,,,
6079,1216,406,4x7,1,11,0.3,,,
6080,1216,406,4x7,1,11,0.3,,,
6081,1217,406,4x7,1,11,0.5,,,
6082,1217,406,4x7,1,11,0.5,,,
6083,1217,406,4x7,1,11,0.5,,,
6084,1217,406,4x7,1,11,0.5,,,
6085,1217,406,4x7,1,11,0.5,,,
6086,1218,406,4x7,1,11,1,,,
6087,1218,406,4x7,1,11,1,,,
6088,1218,406,4x7,1,11,1,,,
6089,1218,406,4x7,1,11,1,,,
6090,1218,406,4x7,1,11,1,,,
6091,1219,407,4x7,1,12,0.3,,,
6092,1219,407,4x7,1,12,0.3,,,
6093,1219,407,4x7,1,12,0.3,,,
6094,1219,407,4x7,1,12,0.3,,,
6095,1219,407,4x7,1,12,0.3,,,
6096,1220,407,4x7,1,12,0.5,,,
6097,1220,407,4x7,1,12,0.5,,,
6098,1220,407,4x7,1,12,0.5,,,
6099,1220,407,4x7,1,12,0.5,,,
6100,1220,407,4x7,1,12,0.5,,,
6101,1221,407,4x7,1,12,1,,,
6102,1221,407,4x7,1,12,1,,,
6103,1221,407,4x7,1,12,1,,,
6104,1221,407,4x7,1,12,1,,,
6105,1221,407,4x7,1,12,1,,,
6106,1222,408,4x7,1,22,0.3,,,
6107,1222,408,4x7,1,22,0.3,,,
6108,1222,408,4x7,1,22,0.3,,,
6109,1222,408,4x7,1,22,0.3,,,
6110,1222,408,4x7,1,22,0.3,,,
6111,1223,408,4x7,1,22,0.5,,,
6112,1223,408,4x7,1,22,0.5,,,
6113,1223,408,4x7,1,22,0.5,,,
6114,1223,408,4x7,1,22,0.5,,,
6115,1223,408,4x7,1,22,0.5,,,
6116,1224,408,4x7,1,22,1,,,
6117,1224,408,4x7,1,22,1,,,
6118,1224,408,4x7,1,22,1,,,
6119,1224,408,4x7,1,22,1,,,
6120,1224,408,4x7,1,22,1,,,
6121,1225,409,4x7,1,13,0.3,,,
6122,1225,409,4x7,1,13,0.3,,,
6123,1225,409,4x7,1,13,0.3,,,
6124,1225,409,4x7,1,13,0.3,,,
6125,1225,409,4x7,1,13,0.3,,,
6126,1226,409,4x7,1,13,0.5,,,
6127,1226,409,4x7,1,13,0.5,,,
6128,1226,409,4x7,1,13,0.5,,,
6129,1226,409,4x7,1,13,0.5,,,
6130,1226,409,4x7,1,13,0.5,,,
6131,1227,409,4x7,1,13,1,,,
6132,1227,409,4x7,1,13,1,,,
6133,1227,409,4x7,1,13,1,,,
6134,1227,409,4x7,1,13,1,,,
6135,1227,409,4x7,1,13,1,,,
6136,1228,410,4x7,1,23,0.3,,,
6137,1228,410,4x7,1,23,0.3,,,
6138,1228,410,4x7,1,23,0.3,,,
6139,1228,410,4x7,1,23,0.3,,,
6140,1228,410,4x7,1,23,0.3,,,
6141,1229,410,4x7,1,23,0.5,,,
6142,1229,410,4x7,1,23,0.5,,,
6143,1229,410,4x7,1,23,0.5,,,
6144,1229,410,4x7,1,23,0.5,,,
6145,1229,410,4x7,1,23,0.5,,,
6146,1230,410,4x7,1,23,1,,,
6147,1230,410,4x7,1,23,1,,,
6148,1230,410,4x7,1,23,1,,,
6149,1230,410,4x7,1,23,1,,,
6150,1230,410,4x7,1,23,1,,,
6151,1231,411,4x7,1,14,0.3,,,
6152,1231,411,4x7,1,14,0.3,,,
6153,1231,411,4x7,1,14,0.3,,,
6154,1231,411,4x7,1,14,0.3,,,
6155,1231,411,4x7,1,14,0.3,,,
6156,1232,411,4x7,1,14,0.5,,,
6157,1232,411,4x7,1,14,0.5,,,
6158,1232,411,4x7,1,14,0.5,,,
6159,1232,411,4x7,1,14,0.5,,,
6160,1232,411,4x7,1,14,0.5,,,
6161,1233,411,4x7,1,14,1,,,
6162,1233,411,4x7,1,14,1,,,
6163,1233,411,4x7,1,14,1,,,
6164,1233,411,4x7,1,14,1,,,
6165,1233,411,4x7,1,14,1,,,
6166,1234,412,4x7,1,24,0.3,,,
6167,1234,412,4x7,1,24,0.3,,,
6168,1234,412,4x7,1,24,0.3,,,
6169,1234,412,4x7,1,24,0.3,,,
6170,1234,412,4x7,1,24,0.3,,,
6171,1235,412,4x7,1,24,0.5,,,
6172,1235,412,4x7,1,24,0.5,,,
6173,1235,412,4x7,1,24,0.5,,,
6174,1235,412,4x7,1,24,0.5,,,
6175,1235,412,4x7,1,24,0.5,,,
6176,1236,412,4x7,1,24,1,,,
6177,1236,412,4x7,1,24,1,,,
6178,1236,412,4x7,1,24,1,,,
6179,1236,412,4x7,1,24,1,,,
6180,1236,412,4x7,1,24,1,,,
6181,1237,413,4x7,5,11,0.3,,,
6182,1237,413,4x7,5,11,0.3,,,
6183,1237,413,4x7,5,11,0.3,,,
6184,1237,413,4x7,5,11,0.3,,,
6185,1237,413,4x7,5,11,0.3,,,
6186,1238,413,4x7,5,11,0.5,,,
6187,1238,413,4x7,5,11,0.5,,,
6188,1238,413,4x7,5,11,0.5,,,
6189,1238,413,4x7,5,11,0.5,,,
6190,1238,413,4x7,5,11,0.5,,,
6191,1239,413,4x7,5,11,1,,,
6192,1239,413,4x7,5,11,1,,,
6193,1239,413,4x7,5,11,1,,,
6194,1239,413,4x7,5,11,1,,,
6195,1239,413,4x7,5,11,1,,,
6196,1240,414,4x7,5,12,0.3,,,
6197,1240,414,4x7,5,12,0.3,,,
6198,1240,414,4x7,5,12,0.3,,,
6199,1240,414,4x7,5,12,0.3,,,
6200,1240,414,4x7,5,12,0.3,,,
6201,1241,414,4x7,5,12,0.5,,,
6202,1241,414,4x7,5,12,0.5,,,
6203,1241,414,4x7,5,12,0.5,,,
6204,1241,414,4x7,5,12,0.5,,,
6205,1241,414,4x7,5,12,0.5,,,
6206,1242,414,4x7,5,12,1,,,
6207,1242,414,4x7,5,12,1,,,
6208,1242,414,4x7,5,12,1,,,
6209,1242,414,4x7,5,12,1,,,
6210,1242,414,4x7,5,12,1,,,
6211,1243,415,4x7,5,22,0.3,,,
6212,1243,415,4x7,5,22,0.3,,,
6213,1243,415,4x7,5,22,0.3,,,
6214,1243,415,4x7,5,22,0.3,,,
6215,1243,415,4x7,5,22,0.3,,,
6216,1244,415,4x7,5,22,0.5,,,
6217,1244,415,4x7,5,22,0.5,,,
6218,1244,415,4x7,5,22,0.5,,,
6219,1244,415,4x7,5,22,0.5,,,
6220,1244,415,4x7,5,22,0.5,,,
6221,1245,415,4x7,5,22,1,,,
6222,1245,415,4x7,5,22,1,,,
6223,1245,415,4x7,5,22,1,,,
6224,1245,415,4x7,5,22,1,,,
6225,1245,415,4x7,5,22,1,,,
6226,1246,416,4x7,5,13,0.3,,,
6227,1246,416,4x7,5,13,0.3,,,
6228,1246,416,4x7,5,13,0.3,,,
6229,1246,416,4x7,5,13,0.3,,,
6230,1246,416,4x7,5,13,0.3,,,
6231,1247,416,4x7,5,13,0.5,,,
6232,1247,416,4x7,5,13,0.5,,,
6233,1247,416,4x7,5,13,0.5,,,
6234,1247,416,4x7,5,13,0.5,,,
6235,1247,416,4x7,5,13,0.5,,,
6236,1248,416,4x7,5,13,1,,,
6237,1248,416,4x7,5,13,1,,,
6238,1248,416,4x7,5,13,1,,,
6239,1248,416,4x7,5,13,1,,,
6240,1248,416,4x7,5,13,1,,,
6241,1249,417,4x7,5,23,0.3,,,
6242,1249,417,4x7,5,23,0.3,,,
6243,1249,417,4x7,5,23,0.3,,,
6244,1249,417,4x7,5,23,0.3,,,
6245,1249,417,4x7,5,23,0.3,,,
6246,1250,417,4x7,5,23,0.5,,,
6247,1250,417,4x7,5,23,0.5,,,
6248,1250,417,4x7,5,23,0.5,,,
6249,1250,417,4x7,5,23,0.5,,,
6250,1250,417,4x7,5,23,0.5,,,
6251,1251,417,4x7,5,23,1,,,
6252,1251,417,4x7,5,23,1,,,
6253,1251,417,4x7,5,23,1,,,
6254,1251,417,4x7,5,23,1,,,
6255,1251,417,4x7,5,23,1,,,
6256,1252,418,4x7,5,14,0.3,,,
6257,1252,418,4x7,5,14,0.3,,,
6258,1252,418,4x7,5,14,0.3,,,
6259,1252,418,4x7,5,14,0.3,,,
6260,1252,418,4x7,5,14,0.3,,,
6261,1253,418,4x7,5,14,0.5,,,
6262,1253,418,4x7,5,14,0.5,,,
6263,1253,418,4x7,5,14,0.5,,,
6264,1253,418,4x7,5,14,0.5,,,
6265,1253,418,4x7,5,14,0.5,,,
6266,1254,418,4x7,5,14,1,,,
6267,1254,418,4x7,5,14,1,,,
6268,1254,418,4x7,5,14,1,,,
6269,1254,418,4x7,5,14,1,,,
6270,1254,418,4x7,5,14,1,,,
6271,1255,419,4x7,5,24,0.3,,,
6272,1255,419,4x7,5,24,0.3,,,
6273,1255,419,4x7,5,24,0.3,,,
6274,1255,419,4x7,5,24,0.3,,,
6275,1255,419,4x7,5,24,0.3,,,
6276,1256,419,4x7,5,24,0.5,,,
6277,1256,419,4x7,5,24,0.5,,,
6278,1256,419,4x7,5,24,0.5,,,
6279,1256,419,4x7,5,24,0.5,,,
6280,1256,419,4x7,5,24,0.5,,,
6281,1257,419,4x7,5,24,1,,,
6282,1257,419,4x7,5,24,1,,,
6283,1257,419,4x7,5,24,1,,,
6284,1257,419,4x7,5,24,1,,,
6285,1257,419,4x7,5,24,1,,,
6286,1258,420,4x7,10,11,0.3,,,
6287,1258,420,4x7,10,11,0.3,,,
6288,1258,420,4x7,10,11,0.3,,,
6289,1258,420,4x7,10,11,0.3,,,
6290,1258,420,4x7,10,11,0.3,,,
6291,1259,420,4x7,10,11,0.5,,,
6292,1259,420,4x7,10,11,0.5,,,
6293,1259,420,4x7,10,11,0.5,,,
6294,1259,420,4x7,10,11,0.5,,,
6295,1259,420,4x7,10,11,0.5,,,
6296,1260,420,4x7,10,11,1,,,
6297,1260,420,4x7,10,11,1,,,
6298,1260,420,4x7,10,11,1,,,
6299,1260,420,4x7,10,11,1,,,
6300,1260,420,4x7,10,11,1,,,
6301,1261,421,4x7,10,12,0.3,,,
6302,1261,421,4x7,10,12,0.3,,,
6303,1261,421,4x7,10,12,0.3,,,
6304,1261,421,4x7,10,12,0.3,,,
6305,1261,421,4x7,10,12,0.3,,,
6306,1262,421,4x7,10,12,0.5,,,
6307,1262,421,4x7,10,12,0.5,,,
6308,1262,421,4x7,10,12,0.5,,,
6309,1262,421,4x7,10,12,0.5,,,
6310,1262,421,4x7,10,12,0.5,,,
6311,1263,421,4x7,10,12,1,,,
6312,1263,421,4x7,10,12,1,,,
6313,1263,421,4x7,10,12,1,,,
6314,1263,421,4x7,10,12,1,,,
6315,1263,421,4x7,10,12,1,,,
6316,1264,422,4x7,10,22,0.3,,,
6317,1264,422,4x7,10,22,0.3,,,
6318,1264,422,4x7,10,22,0.3,,,
6319,1264,422,4x7,10,22,0.3,,,
6320,1264,422,4x7,10,22,0.3,,,
6321,1265,422,4x7,10,22,0.5,,,
6322,1265,422,4x7,10,22,0.5,,,
6323,1265,422,4x7,10,22,0.5,,,
6324,1265,422,4x7,10,22,0.5,,,
6325,1265,422,4x7,10,22,0.5,,,
6326,1266,422,4x7,10,22,1,,,
6327,1266,422,4x7,10,22,1,,,
6328,1266,422,4x7,10,22,1,,,
6329,1266,422,4x7,10,22,1,,,
6330,1266,422,4x7,10,22,1,,,
6331,1267,423,4x7,10,13,0.3,,,
6332,1267,423,4x7,10,13,0.3,,,
6333,1267,423,4x7,10,13,0.3,,,
6334,1267,423,4x7,10,13,0.3,,,
6335,1267,423,4x7,10,13,0.3,,,
6336,1268,423,4x7,10,13,0.5,,,
6337,1268,423,4x7,10,13,0.5,,,
6338,1268,423,4x7,10,13,0.5,,,
6339,1268,423,4x7,10,13,0.5,,,
6340,1268,423,4x7,10,13,0.5,,,
6341,1269,423,4x7,10,13,1,,,
6342,1269,423,4x7,10,13,1,,,
6343,1269,423,4x7,10,13,1,,,
6344,1269,423,4x7,10,13,1,,,
6345,1269,423,4x7,10,13,1,,,
6346,1270,424,4x7,10,23,0.3,,,
6347,1270,424,4x7,10,23,0.3,,,
6348,1270,424,4x7,10,23,0.3,,,
6349,1270,424,4x7,10,23,0.3,,,
6350,1270,424,4x7,10,23,0.3,,,
6351,1271,424,4x7,10,23,0.5,,,
6352,1271,424,4x7,10,23,0.5,,,
6353,1271,424,4x7,10,23,0.5,,,
6354,1271,424,4x7,10,23,0.5,,,
6355,1271,424,4x7,10,23,0.5,,,
6356,1272,424,4x7,10,23,1,,,
6357,1272,424,4x7,10,23,1,,,
6358,1272,424,4x7,10,23,1,,,
6359,1272,424,4x7,10,23,1,,,
6360,1272,424,4x7,10,23,1,,,
6361,1273,425,4x7,10,14,0.3,,,
6362,1273,425,4x7,10,14,0.3,,,
6363,1273,425,4x7,10,14,0.3,,,
6364,1273,425,4x7,10,14,0.3,,,
6365,1273,425,4x7,10,14,0.3,,,
6366,1274,425,4x7,10,14,0.5,,,
6367,1274,425,4x7,10,14,0.5,,,
6368,1274,425,4x7,10,14,0.5,,,
6369,1274,425,4x7,10,14,0.5,,,
6370,1274,425,4x7,10,14,0.5,,,
6371,1275,425,4x7,10,14,1,,,
6372,1275,425,4x7,10,14,1,,,
6373,1275,425,4x7,10,14,1,,,
6374,1275,425,4x7,10,14,1,,,
6375,1275,425,4x7,10,14,1,,,
6376,1276,426,4x7,10,24,0.3,,,
6377,1276,426,4x7,10,24,0.3,,,
6378,1276,426,4x7,10,24,0.3,,,
6379,1276,426,4x7,10,24,0.3,,,
6380,1276,426,4x7,10,24,0.3,,,
6381,1277,426,4x7,10,24,0.5,,,
6382,1277,426,4x7,10,24,0.5,,,
6383,1277,426,4x7,10,24,0.5,,,
6384,1277,426,4x7,10,24,0.5,,,
6385,1277,426,4x7,10,24,0.5,,,
6386,1278,426,4x7,10,24,1,,,
6387,1278,426,4x7,10,24,1,,,
6388,1278,426,4x7,10,24,1,,,
6389,1278,426,4x7,10,24,1,,,
6390,1278,426,4x7,10,24,1,,,
6391,1279,427,4x7,50,11,0.3,,,
6392,1279,427,4x7,50,11,0.3,,,
6393,1279,427,4x7,50,11,0.3,,,
6394,1279,427,4x7,50,11,0.3,,,
6395,1279,427,4x7,50,11,0.3,,,
6396,1280,427,4x7,50,11,0.5,,,
6397,1280,427,4x7,50,11,0.5,,,
6398,1280,427,4x7,50,11,0.5,,,
6399,1280,427,4x7,50,11,0.5,,,
6400,1280,427,4x7,50,11,0.5,,,
6401,1281,427,4x7,50,11,1,,,
6402,1281,427,4x7,50,11,1,,,
6403,1281,427,4x7,50,11,1,,,
6404,1281,427,4x7,50,11,1,,,
6405,1281,427,4x7,50,11,1,,,
6406,1282,428,4x7,50,12,0.3,,,
6407,1282,428,4x7,50,12,0.3,,,
6408,1282,428,4x7,50,12,0.3,,,
6409,1282,428,4x7,50,12,0.3,,,
6410,1282,428,4x7,50,12,0.3,,,
6411,1283,428,4x7,50,12,0.5,,,
6412,1283,428,4x7,50,12,0.5,,,
6413,1283,428,4x7,50,12,0.5,,,
6414,1283,428,4x7,50,12,0.5,,,
6415,1283,428,4x7,50,12,0.5,,,
6416,1284,428,4x7,50,12,1,,,
6417,1284,428,4x7,50,12,1,,,
6418,1284,428,4x7,50,12,1,,,
6419,1284,428,4x7,50,12,1,,,
6420,1284,428,4x7,50,12,1,,,
6421,1285,429,4x7,50,22,0.3,,,
